tile_id,slide,scale,kind,n_boxes,label_sha,img_bytes,verified,source,note
10x/A2FD_1_10x_0056622_0070920,A2FD_1,10x,pos,2,f5af460b23a04e24,1420773,yes,allowlist_default,
10x/A2FD_1_10x_0056622_0070920_dup1,A2FD_1,10x,pos,2,f5af460b23a04e24,1420773,yes,allowlist_default,
10x/A2FD_1_10x_0056622_0070920_dup2,A2FD_1,10x,pos,2,f5af460b23a04e24,1420773,yes,allowlist_default,
10x/A2FD_1_10x_0056622_0070920_dup3,A2FD_1,10x,pos,2,f5af460b23a04e24,1420773,yes,allowlist_default,
10x/A2FD_1_10x_0057608_0080042,A2FD_1,10x,pos,1,d3ceffb23f114e3c,1694202,yes,allowlist_default,
10x/A2FD_1_10x_0057608_0080042_dup1,A2FD_1,10x,pos,1,d3ceffb23f114e3c,1694202,yes,allowlist_default,
10x/A2FD_1_10x_0066922_0066400,A2FD_1,10x,pos,3,173169b4db301d67,1614797,yes,allowlist_default,
10x/A2FD_1_10x_0068142_0066655,A2FD_1,10x,pos,3,5eb5ebfdf0783493,1559772,yes,allowlist_default,
10x/A2FD_1_10x_0069875_0067763,A2FD_1,10x,pos,2,977ef90dccb9f9ff,1493673,yes,allowlist_default,
10x/A2FD_1_10x_0071977_0069331,A2FD_1,10x,pos,3,6fb2c32f026caf14,1392288,yes,allowlist_default,
10x/A2FD_1_10x_0073186_0069749,A2FD_1,10x,pos,4,60516a4402b90783,1376008,yes,allowlist_default,
10x/A2FD_1_10x_0074924_0070987,A2FD_1,10x,pos,3,f65a9a39e5e47ae2,1505848,yes,allowlist_default,
10x/A2FD_1_10x_0077380_0061379,A2FD_1,10x,pos,1,3a4a69ec6d838e87,1414620,yes,allowlist_default,
10x/A2FD_1_10x_0125872_0047268,A2FD_1,10x,pos,1,7888176f1014eaa8,1584896,yes,allowlist_default,
10x/A2FD_1_10x_0127005_0042280,A2FD_1,10x,pos,1,1b979b400226ab9e,1550127,yes,allowlist_default,
10x/A2FD_1_10x_0127005_0042280_dup1,A2FD_1,10x,pos,1,1b979b400226ab9e,1550127,yes,allowlist_default,
10x/A2FD_1_10x_0129980_0038061,A2FD_1,10x,pos,1,5225617f554e0a4c,1775312,yes,allowlist_default,
10x/A2FD_1_10x_0129980_0038061_dup1,A2FD_1,10x,pos,1,5225617f554e0a4c,1775312,yes,allowlist_default,
10x/A2FD_1_10x_0129980_0038061_dup2,A2FD_1,10x,pos,1,5225617f554e0a4c,1775312,yes,allowlist_default,
10x/A2FD_1_10x_0129980_0038061_dup3,A2FD_1,10x,pos,1,5225617f554e0a4c,1775312,yes,allowlist_default,
10x/A2FD_1_10x_0135410_0065143,A2FD_1,10x,pos,1,6b89b4295649a0b4,1414159,yes,allowlist_default,
10x/A2FD_1_10x_0139278_0052422,A2FD_1,10x,pos,2,b7af75878764b465,1268501,yes,allowlist_default,
10x/A2FD_1_10x_0139519_0032225,A2FD_1,10x,pos,2,df3f86822cdaef6d,1575379,yes,allowlist_default,
10x/A2FD_1_10x_0141334_0030718,A2FD_1,10x,pos,4,00b0dda916f5818f,1613988,yes,allowlist_default,
10x/A2FD_1_10x_0145029_0034514,A2FD_1,10x,pos,1,51659e9dfc0ada56,1385961,yes,allowlist_default,
10x/A2FD_1_10x_0145511_0065569,A2FD_1,10x,pos,2,a82c70cb153ad905,1586548,yes,allowlist_default,
10x/A2FD_1_10x_0145511_0065569_dup1,A2FD_1,10x,pos,2,a82c70cb153ad905,1586548,yes,allowlist_default,
10x/A2FD_1_10x_0146741_0065145,A2FD_1,10x,pos,3,f33b18e2e60ff438,1537696,yes,allowlist_default,
10x/A2FD_1_10x_0146741_0065145_dup1,A2FD_1,10x,pos,3,f33b18e2e60ff438,1537696,yes,allowlist_default,
10x/A2FD_1_10x_0150437_0020186,A2FD_1,10x,pos,1,ab4e04ac705f63df,1478353,yes,allowlist_default,
10x/A2FD_1_10x_0156298_0078369,A2FD_1,10x,pos,1,f049e2a27ff75124,1435480,yes,allowlist_default,
10x/A2FD_1_10x_0157488_0074389,A2FD_1,10x,pos,1,8e8d1793f4a70742,1236424,yes,allowlist_default,
10x/A2FD_1_10x_0175503_0065252,A2FD_1,10x,pos,3,185fc76aafa0943a,1702147,yes,allowlist_default,
10x/A2FD_1_10x_0176503_0065468,A2FD_1,10x,pos,4,3d7585092974c2f2,1678336,yes,allowlist_default,
10x/A2FD_1_10x_0178236_0066671,A2FD_1,10x,pos,2,1025ee59d65518fe,1592278,yes,allowlist_default,
10x/A2FD_1_10x_0180708_0068654,A2FD_1,10x,pos,4,5283a549d3b2ffa7,1440053,yes,allowlist_default,
10x/A2FD_1_10x_0181528_0068750,A2FD_1,10x,pos,4,b55497a7f2039f45,1466902,yes,allowlist_default,
10x/A2FD_1_10x_0183072_0069941,A2FD_1,10x,pos,4,188e7d4744fcdedd,1576973,yes,allowlist_default,
10x/A2FD_1_10x_0185956_0060628,A2FD_1,10x,pos,1,6441b2a62e1521cd,1522502,yes,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0021003_0065770,A2FD_1_S.2058_26,10x,pos,2,4ce7866f659c8a05,1348127,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0022966_0066893,A2FD_1_S.2058_26,10x,pos,2,3a0d043ce81bf823,1380457,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0028189_0068724,A2FD_1_S.2058_26,10x,pos,1,b72c5ab4961fe11d,1446021,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0029304_0014701,A2FD_1_S.2058_26,10x,pos,2,caef300f7c699c78,1210994,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0030179_0064679,A2FD_1_S.2058_26,10x,pos,4,dd1db1822c5af1ff,1539863,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0030358_0014791,A2FD_1_S.2058_26,10x,pos,3,01b135781cd0396d,1165909,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0030506_0009672,A2FD_1_S.2058_26,10x,pos,2,2e0fadc6d0a45531,1251309,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0030918_0065178,A2FD_1_S.2058_26,10x,pos,5,6d4f6472edb9e377,1494791,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0030918_0065178_dup1,A2FD_1_S.2058_26,10x,pos,5,bf366eb38fb74118,1494791,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0030946_0014556,A2FD_1_S.2058_26,10x,pos,3,addc835e2a1cb19a,1154841,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0031630_0018371,A2FD_1_S.2058_26,10x,pos,7,160c9a16d9502d96,1433084,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0031807_0069791,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1448298,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0032444_0005349,A2FD_1_S.2058_26,10x,pos,1,dab75cd4ef448ed3,990140,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0032803_0009165,A2FD_1_S.2058_26,10x,pos,1,e8b9d546351cf0c1,1221146,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0033022_0018566,A2FD_1_S.2058_26,10x,pos,7,f031e24abc0b086e,1427317,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0033321_0065761,A2FD_1_S.2058_26,10x,pos,1,deecb0f8795f1852,1473295,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0033321_0065761_dup1,A2FD_1_S.2058_26,10x,pos,1,deecb0f8795f1852,1473295,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0034410_0042157,A2FD_1_S.2058_26,10x,pos,1,ead7958355928215,1989385,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0034699_0018204,A2FD_1_S.2058_26,10x,pos,5,5e643d0e85231e02,1336703,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0035495_0009793,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1224473,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831_bigdup1,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831_bigdup2,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831_bigdup3,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831_dup1,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831_dup2,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0037052_0018831_dup3,A2FD_1_S.2058_26,10x,pos,7,fd5e01fe6fe7d51a,1476738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0039401_0013651,A2FD_1_S.2058_26,10x,pos,1,1c0ad78147de125b,1325032,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0040985_0064512,A2FD_1_S.2058_26,10x,pos,4,bb6e98a081007da7,1670597,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0041179_0063551,A2FD_1_S.2058_26,10x,pos,4,79a86fc0bb4cf1bf,1667749,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0041246_0072951,A2FD_1_S.2058_26,10x,pos,1,9671ce3b07f1160d,1489323,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0041853_0008417,A2FD_1_S.2058_26,10x,pos,1,be8b672d772edda7,1243730,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0041975_0014266,A2FD_1_S.2058_26,10x,pos,2,44e55e35957ce523,1245143,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0042227_0008775,A2FD_1_S.2058_26,10x,pos,1,600cfb33cf42826c,1237704,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0042343_0017194,A2FD_1_S.2058_26,10x,pos,6,281cc6ec6654bf42,1349239,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0043595_0065062,A2FD_1_S.2058_26,10x,pos,1,ed34d3e646e8851c,1755351,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0044430_0067162,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1584664,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0044809_0015531,A2FD_1_S.2058_26,10x,pos,2,d1a285421131ff35,1319927,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0044893_0071997,A2FD_1_S.2058_26,10x,pos,2,fa7eac03a85bbbe4,1558508,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0045326_0065370,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1767059,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0046016_0073006,A2FD_1_S.2058_26,10x,pos,2,934af6a17ceaed8f,1381983,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0047419_0020298,A2FD_1_S.2058_26,10x,pos,4,3696f52bd8935228,1314894,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0049198_0070203,A2FD_1_S.2058_26,10x,pos,2,440bee8db32b5db8,1567084,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0051683_0068840,A2FD_1_S.2058_26,10x,pos,2,668c47ec0f30755b,1583551,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0054085_0013427,A2FD_1_S.2058_26,10x,pos,1,2cbb088e54be9922,1174163,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0055565_0012252,A2FD_1_S.2058_26,10x,pos,2,125c46210076e716,1262975,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0055565_0012252_dup1,A2FD_1_S.2058_26,10x,pos,2,125c46210076e716,1262975,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497_bigdup1,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497_bigdup2,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497_bigdup3,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497_dup1,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497_dup2,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0061698_0022497_dup3,A2FD_1_S.2058_26,10x,pos,1,a0106a55d255a7b2,1341212,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0062585_0029108,A2FD_1_S.2058_26,10x,pos,3,a6c163da058b901a,1574970,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0064778_0052797,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1724764,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0065752_0041975,A2FD_1_S.2058_26,10x,pos,2,99cf8af51c9872e9,1581814,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0067083_0045052,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1759388,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0067351_0039715,A2FD_1_S.2058_26,10x,pos,1,b65cae86f1d9e4d8,1656781,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0067408_0045837,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1749584,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0068466_0051130,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1369715,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0114118_0051255,A2FD_1_S.2058_26,10x,pos,1,b126762601cdba52,1669783,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0117941_0024821,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1392084,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0129206_0024790,A2FD_1_S.2058_26,10x,pos,3,30ed8b6b644ca2af,1339015,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0129760_0073327,A2FD_1_S.2058_26,10x,pos,1,d9b41911c6bea8e0,1413727,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0130983_0012493,A2FD_1_S.2058_26,10x,pos,1,374802d66cfa74a8,1091441,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0133211_0068091,A2FD_1_S.2058_26,10x,pos,3,58f08bbaad5c3fa7,1562738,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0133458_0020737,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1208310,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0134270_0016090,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1267484,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0134436_0069120,A2FD_1_S.2058_26,10x,pos,3,5995e02fcc0617be,1583113,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0134523_0020375,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1217759,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0134571_0011327,A2FD_1_S.2058_26,10x,pos,1,13626cb4b68a51ea,990133,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0135376_0024338,A2FD_1_S.2058_26,10x,pos,6,d6bd3c966d9f9355,1490304,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0135964_0069236,A2FD_1_S.2058_26,10x,pos,6,70013cdd32921410,1558386,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0136856_0070534,A2FD_1_S.2058_26,10x,pos,4,3ddf83781faae088,1512102,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0137521_0070924,A2FD_1_S.2058_26,10x,pos,2,cb3477534aba19a6,1520158,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0137683_0023959,A2FD_1_S.2058_26,10x,pos,5,cfbf91f6e4598d39,1385632,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0138789_0047008,A2FD_1_S.2058_26,10x,pos,1,7e485d8e10ef6661,1987911,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0139480_0070525,A2FD_1_S.2058_26,10x,pos,2,30209fe7455595de,1502500,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0139480_0070525_dup1,A2FD_1_S.2058_26,10x,pos,2,30209fe7455595de,1502500,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0140086_0024396,A2FD_1_S.2058_26,10x,pos,5,f57ff9b465ce655b,1502351,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0140168_0071754,A2FD_1_S.2058_26,10x,pos,1,f0d483c9295f1ae3,1452826,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0140168_0071754_dup1,A2FD_1_S.2058_26,10x,pos,1,f0d483c9295f1ae3,1452826,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0141271_0080799,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,718722,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0142127_0019353,A2FD_1_S.2058_26,10x,pos,1,93540e7d799ca53c,1356121,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0143109_0014983,A2FD_1_S.2058_26,10x,pos,1,8f7492c985ec9363,1326839,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0144044_0013720,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1337138,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0144620_0019516,A2FD_1_S.2058_26,10x,pos,2,fa2c64f4a524ca47,1353416,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0145087_0022592,A2FD_1_S.2058_26,10x,pos,5,ac15f3594384b014,1443796,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0146947_0075088,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1566261,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0147498_0069770,A2FD_1_S.2058_26,10x,pos,3,54ea5d877227d703,1561515,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0147686_0068664,A2FD_1_S.2058_26,10x,pos,4,2a24d917a5a12013,1621436,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0149612_0024680,A2FD_1_S.2058_26,10x,pos,3,8b7f11e38a8e1141,1387926,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0152199_0077005,A2FD_1_S.2058_26,10x,pos,2,ddfd24e06cbd5b17,1556833,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0156122_0074287,A2FD_1_S.2058_26,10x,pos,2,a9b695e2de369655,1570888,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0156512_0017785,A2FD_1_S.2058_26,10x,pos,2,4d56f5013df8faeb,1198982,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0159280_0072872,A2FD_1_S.2058_26,10x,pos,1,530f3a818db7831c,1549232,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0160182_0080731,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,870798,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0162335_0069771,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1591659,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0163464_0035831,A2FD_1_S.2058_26,10x,pos,1,1b91da2b9377cb8e,1746710,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0163621_0034615,A2FD_1_S.2058_26,10x,pos,2,3671607212050582,1652261,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0164742_0026008,A2FD_1_S.2058_26,10x,pos,1,3c20490bb9c1a2fa,1425560,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0164742_0026008_dup1,A2FD_1_S.2058_26,10x,pos,1,3c20490bb9c1a2fa,1425560,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0164742_0026008_dup2,A2FD_1_S.2058_26,10x,pos,1,3c20490bb9c1a2fa,1425560,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0164742_0026008_dup3,A2FD_1_S.2058_26,10x,pos,1,3c20490bb9c1a2fa,1425560,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0165521_0059738,A2FD_1_S.2058_26,10x,pos,1,24b0ad23bbd2b200,1577296,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0165957_0033164,A2FD_1_S.2058_26,10x,pos,3,cba6822c7b6a0bb4,1753779,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0167889_0037699,A2FD_1_S.2058_26,10x,pos,1,bd9d0272b0ceb80c,1600261,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0170205_0044998,A2FD_1_S.2058_26,10x,pos,2,d73ff93b28cd2087,1556626,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0170749_0043804,A2FD_1_S.2058_26,10x,pos,1,ece2e98f212912fd,1777143,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0171737_0043024,A2FD_1_S.2058_26,10x,pos,1,9df3b439a1d60601,1797542,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0171918_0048339,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1667042,unknown,allowlist_default,
10x/A2FD_1_S.2058_26_10x_0174518_0062492,A2FD_1_S.2058_26,10x,neg,0,e3b0c44298fc1c14,1386862,unknown,allowlist_default,
10x/A3_FD_1_10x_0008268_0053707,A3_FD_1,10x,pos,1,ead0d82d6acf6417,1778372,unknown,allowlist_default,
10x/A3_FD_1_10x_0008268_0053707_dup1,A3_FD_1,10x,pos,1,ead0d82d6acf6417,1778372,unknown,allowlist_default,
10x/A3_FD_1_10x_0008268_0053707_dup2,A3_FD_1,10x,pos,1,ead0d82d6acf6417,1778372,unknown,allowlist_default,
10x/A3_FD_1_10x_0008268_0053707_dup3,A3_FD_1,10x,pos,1,ead0d82d6acf6417,1778372,unknown,allowlist_default,
10x/A3_FD_1_10x_0018331_0032818,A3_FD_1,10x,pos,1,9a7a780fd6110da2,1506595,unknown,allowlist_default,
10x/A3_FD_1_10x_0024695_0022476,A3_FD_1,10x,pos,1,9a92ccb67f6dcbb1,1734299,unknown,allowlist_default,
10x/A3_FD_1_10x_0029694_0022912,A3_FD_1,10x,pos,1,8008498e59170e96,1808273,unknown,allowlist_default,
10x/A3_FD_1_10x_0029694_0022912_dup1,A3_FD_1,10x,pos,1,8008498e59170e96,1808273,unknown,allowlist_default,
10x/A3_FD_1_10x_0030563_0036778,A3_FD_1,10x,pos,3,691f1a22846e0360,1721239,unknown,allowlist_default,
10x/A3_FD_1_10x_0030563_0036778_dup1,A3_FD_1,10x,pos,3,691f1a22846e0360,1721239,unknown,allowlist_default,
10x/A3_FD_1_10x_0031401_0037795,A3_FD_1,10x,pos,3,a52f0f3573483eef,1755996,unknown,allowlist_default,
10x/A3_FD_1_10x_0031401_0037795_dup1,A3_FD_1,10x,pos,3,a52f0f3573483eef,1755996,unknown,allowlist_default,
10x/A3_FD_1_10x_0031769_0020153,A3_FD_1,10x,pos,3,8507973a5f280097,1737501,unknown,allowlist_default,
